id	nl	mr	repair_head_smatch	repair_mid_smatch	repair_tail_smatch	repair_interrug_smatch	repair_head_nl	repair_mid_nl	repair_tail_nl	repair_interrug_nl	repair_head_sbn	repair_mid_sbn	repair_tail_sbn	repair_interrug_sbn
p83/d1705	The hostages starved because they were deprived of food. 	person.n.01 Role +1 hostage.n.01 starve.v.02 Patient -2 Time +1 time.n.08 TPR now EXPLANATION <1 person.n.01 EQU -4 time.n.08 TPR now deprive.v.02 Source -2 Time -1 Time +1 Theme +2 time.n.08 TPR now food.n.02					The prisoners, the hostages starved because they were deprived of food.	The hostages survived, starved because they were deprived of food.	The hostages starved because they were deprived of water, food.	The hostages survived, I mean, starved because they were deprived of food.	person.n.01 Role +1 EQU +2 prisoner.n.01 person.n.01 Role +1 hostage.n.01 starve.v.01 Patient -4 Time +1 time.n.08 TPR now EXPLANATION <1 person.n.01 Role +1 prisoner.n.01 hostage.n.01 starve.v.01 Patient -2 Time +1 time.n.08 TPR now EXPLANATION <1 person	person.n.01 Role +1 hostage.n.01 survive.v.01 Theme -2 Time +1 time.n.08 TPR now starve.v.01 Patient -4 Time +1 time.n.08 TPR now EXPLANATION <1 person.n.01 Role +1 hostage.n.01 survive.v.01 Theme -2 Time +1 time.n.08 TPR now EXPLANATION <1 starve.v.01 Pati	person.n.01 Role +1 hostage.n.01 starve.v.01 Patient -2 Time +1 time.n.08 TPR now EXPLANATION <1 person.n.01 Role +1 hostage.n.01 starve.v.01 Patient -2 Time +1 time.n.08 TPR now EXPLANATION <1 person.n.01 time.n.08 TPR now deprive.v.01 Source -2 Time -	person.n.01 Role +1 hostage.n.01 survive.v.01 Theme -2 Time +1 time.n.08 TPR now CONTINUATION <1 person.n.01 EQU speaker mean.v.01 Proposition >1 Agent -1 Time +1 time.n.08 EQU now CONTINUATION <0 starve.v.01 Patient -3 Time +1 time.n.08 TPR now EXPLANATION
p18/d1708	The restaurant billed me 250,000 yen for the party. 	restaurant.n.01 bill.v.01 Agent -1 Time +1 Recipient +2 Asset +4 Theme +5 time.n.08 TPR now person.n.01 EQU speaker quantity.n.01 EQU 250000 yen.n.02 Quantity -1 party.n.04					The banquet hall, the restaurant billed me 250,000 yen for the party.	The restaurant billed me 150,000, 250,000 yen for the party.	The restaurant billed me 250,000 yen for the concert, the party.	The restaurant billed me 150,000, I mean, 250,000 yen for the party.	banquet_hall.n.01 restaurant.n.01 bill.v.02 Agent -2 Time +2 Recipient +4 Theme +10 bill.v.02 Agent -2 Time +2 Recipient +4 Theme +10 bill.v.02 Agent -2 Time +2 Recipient +4 Theme +6 time.n.08 TPR now time.n.08 TPR now person.n.01 EQU speaker person.n.01 EQ	restaurant.n.01 bill.v.02 Agent -1 Time +1 Recipient +2 Asset +4 Theme +6 time.n.08 TPR now person.n.01 EQU speaker quantity.n.01 EQU 150000 quantity.n.01 EQU 250000 yen.n.02 Quantity -1 party.n.04	restaurant.n.01 bill.v.02 Agent -1 Time +1 Recipient +2 Asset +4 Theme +6 time.n.08 TPR now person.n.01 EQU speaker quantity.n.01 EQU 250000 yen.n.02 Quantity -1 concert.n.01 party.n.04 Theme -1	restaurant.n.01 bill.v.02 Agent -1 Time +1 Recipient +2 Asset +3 Theme +5 time.n.08 TPR now person.n.01 EQU speaker quantity.n.01 EQU 150000 person.n.01 EQU speaker mean.v.03 Agent -1 Time +1 Theme +3 Goal +4 time.n.08 EQU now quantity.n.01 EQU 250000 yen.n
p17/d1818	I bought a VCR at that store for a low price. 	person.n.01 EQU speaker buy.v.01 Agent -1 Time +1 Theme +2 Source +3 Asset +5 time.n.08 TPR now vcr.n.01 store.n.01 low.a.01 Value + price.n.02 Attribute -1					My cousin, I bought a VCR at that store for a low price.	I bought a DVD player, a VCR at that store for a low price.	I bought a VCR at that store for a high price, a low price.	I bought a DVD player, I mean, a VCR at that store for a low price.	person.n.01 EQU speaker person.n.01 Role +1 cousin.n.01 Of -2 person.n.01 EQU speaker buy.v.01 Agent -2 Time +2 Theme +4 Source +5 Asset +10 buy.v.01 Agent -2 Time +2 Theme +4 Source +4 Asset +5 time.n.08 TPR now vcr.n.01 store.n.01 low.a.01 Value + price	person.n.01 EQU speaker buy.v.01 Agent -1 Time +1 Theme +3 Source +5 Asset +7 Asset +10 time.n.08 TPR now dvd_player.n.01 vcr.n.01 Source +1 store.n.01 store.n.01 low.a.01 Value + price.n.02 Attribute -1	person.n.01 EQU speaker buy.v.01 Agent -1 Time +1 Theme +2 Source +3 Asset +4 Asset +5 time.n.08 TPR now vcr.n.01 store.n.01 high.a.01 Value + price.n.02 Attribute -1 EQU +1 price.n.02 Attribute -2	person.n.01 EQU speaker buy.v.01 Agent -1 Time +1 Theme +2 time.n.08 TPR now dvd_player.n.01 CONTINUATION <1 person.n.01 EQU speaker mean.v.02 Agent -1 Time +1 Theme +2 Source +3 Asset +4 Asset +5 time.n.08 EQU now vcr.n.01 store.n.01 low.a.01 Value + pri
p71/d2285	Tom didn't realize he had his sweater on inside out. 	"male.n.02 Name \\\""Tom\\\"" NEGATION <1 time.n.08 TPR now realize.v.01 Time -1 Proposition >1 Experiencer -2 CONTINUATION <0 male.n.02 ANA -3 have_on.v.01 Agent -1 Time +1 Theme +3 Manner +4 time.n.08 TPR now male.n.02 ANA -6 sweater.n.01 User -1 inside_out.r.01"					Jerry, Tom didn't realize he had his sweater on inside out.	Tom didn't realize he had his shirt, his sweater on inside out.	Tom didn't realize he had his shirt, his sweater on inside out.	Tom didn't realize he had his shirt, I mean, his sweater on inside out.	"male.n.02 Name ""Jerry"" entity.n.01 Sub -1 Sub +1 male.n.02 Name ""Tom"" NEGATION <1 time.n.08 TPR now realize.v.01 Time -1 Proposition >1 Experiencer -2 CONTINUATION <0 male.n.02 ANA -4 have_on.v.01 Agent -1 Time +1 Theme +3 Manner +4 time.n.08 TPR now male."	"male.n.02 Name ""Tom"" NEGATION <1 time.n.08 TPR now realize.v.01 Time -1 Proposition >1 Experiencer -2 CONTINUATION <0 male.n.02 ANA -3 have_on.v.01 Agent -1 Time +1 Theme +3 Manner +5 time.n.08 TPR now male.n.02 ANA -7 shirt.n.01 User -1 male.n.02 ANA -8 sw"	"male.n.02 Name ""Tom"" NEGATION <1 time.n.08 TPR now realize.v.01 Time -1 Proposition >1 Experiencer -2 CONTINUATION <0 male.n.02 ANA -3 have_on.v.01 Agent -1 Time +1 Theme +3 Manner +5 time.n.08 TPR now male.n.02 ANA -7 shirt.n.01 User -1 male.n.02 ANA -8 sw"	"male.n.02 Name ""Tom"" NEGATION <1 time.n.08 TPR now realize.v.01 Time -1 Proposition >1 Experiencer -2 CONTINUATION <0 male.n.02 ANA -3 have.v.01 Agent -1 Time +1 Theme +3 time.n.08 TPR now male.n.02 ANA -7 shirt.n.01 User -1 CONTINUATION <3 person.n.01 EQU "
p71/d0885	The U.S. government has three branches: the executive, the legislative, and the judicial. 	"country.n.02 Name \\\""us\\\"" government.n.01 Location -1 have.v.02 Pivot -1 Time +1 Theme +8 time.n.08 EQU now quantity.n.01 EQU 3 branch.n.01 Quantity -1 EQU +5 executive.a.01 AttributeOf +1 entity.n.01 legislative.a.01 AttributeOf +1 entity.n.01 entity.n.01 Sub -3 Sub -1 Sub +2 judicial.a.01 AttributeOf +1 entity.n.01"					The U.K. government, the U.S. government has three branches: the executive, the legislative, and the judicial.	The U.S. government has the legislative, the executive, and the judicial.	The U.S. government has three branches: the executive, the legislative, and the judicial, the judiciary.	The U.S. government has the legislative, the executive, and the judicial.	"country.n.02 Name ""us"" government.n.01 Location -1 EQU +2 country.n.02 Name ""us"" government.n.01 Location -1 have.v.02 Pivot -3 Time +2 Theme +6 have.v.02 Pivot -2 Time +2 Theme +6 time.n.08 EQU now time.n.08 EQU now quantity.n.01 EQU 3 branch.n.02 Quantity"	"country.n.02 Name ""us"" government.n.01 Location -1 have.v.02 Pivot -1 Time +1 Theme +4 time.n.08 EQU now legislative.a.01 AttributeOf +1 entity.n.01 executive.n.01 entity.n.01 Sub -2 Sub -1 Sub +1 judicial.n.02"	"country.n.02 Name ""us"" government.n.01 Location -1 have.v.02 Pivot -1 Time +1 Theme +3 time.n.08 EQU now quantity.n.01 EQU 3 branch.n.02 Quantity -1 EQU +3 EQU +5 executive.n.01 legislative.a.01 AttributeOf +1 entity.n.01 entity.n.01 Sub -1 Sub +1 judicial"	"country.n.02 Name ""us"" government.n.01 Location -1 have.v.02 Pivot -1 Time +1 Theme +4 time.n.08 EQU now legislative.a.01 AttributeOf +1 entity.n.01 executive.n.01 entity.n.01 Sub -2 Sub -1 Sub +1 judicial.n.02"
p86/d1591	I am hungry because I did not eat lunch. 	person.n.01 EQU speaker time.n.08 EQU now hungry.a.01 Experiencer -2 Time -1 EXPLANATION <1 person.n.01 EQU speaker NEGATION <1 time.n.08 TPR now eat.v.01 Agent -2 Time -1 Patient +1 lunch.n.01					I am full, hungry because I did not eat lunch.	I am full, hungry because I did not eat lunch.	I am hungry because I did not eat dinner, lunch.	I am full, I mean, hungry because I did not eat lunch.	person.n.01 EQU speaker time.n.08 EQU now time.n.08 EQU now full.a.01 AttributeOf -3 Time -2 hungry.a.01 Experiencer -4 Time -2 EXPLANATION <1 person.n.01 EQU speaker NEGATION <1 time.n.08 TPR now eat.v.01 Agent -2 Time -1 Patient +1 lunch.n.01	person.n.01 EQU speaker time.n.08 EQU now time.n.08 EQU now full.a.01 AttributeOf -3 Time -2 hungry.a.01 Experiencer -4 Time -2 EXPLANATION <1 person.n.01 EQU speaker NEGATION <1 time.n.08 TPR now eat.v.01 Agent -2 Time -1 Patient +1 lunch.n.01	person.n.01 EQU speaker time.n.08 EQU now hungry.a.01 Experiencer -2 Time -1 EXPLANATION <1 person.n.01 EQU speaker NEGATION <1 time.n.08 TPR now eat.v.01 Agent -2 Time -1 Patient +1 dinner.n.01 EQU +1 lunch.n.01	person.n.01 EQU speaker time.n.08 EQU now full.a.01 AttributeOf -2 Time -1 CONTINUATION <1 person.n.01 EQU speaker mean.v.03 Agent -1 Time +1 Topic +2 time.n.08 EQU now hungry.a.01 Experiencer -3 EXPLANATION <1 person.n.01 EQU speaker NEGATION <1 time.n.08 
p39/d1721	Tom rolled over and snoozed for another 15 minutes. 	"male.n.02 Name \\\""Tom\\\"" roll_over.v.01 Agent -1 Time +1 time.n.08 TPR now snooze.v.01 Agent -3 Duration +4 minute.n.01 Quantity +1 NEQ +3 quantity.n.01 EQU 15 quantity.n.01 EQU 15 minute.n.01 Quantity -1"					Tim, Tom rolled over and snoozed for another 15 minutes.	Tom rolled over and twitched, snoozed for another 15 minutes.	Tom rolled over and snoozed for another 10, 15 minutes.	Tom rolled over and twitched, I mean, snoozed for another 15 minutes.	"male.n.02 Name ""Tim"" entity.n.01 Sub -1 Sub +1 male.n.02 Name ""Tom"" snooze.v.01 Agent -2 Time +1 Duration +5 time.n.08 TPR now quantity.n.01 EQU 15 quantity.n.01 EQU 15 quantity.n.01 EQU 15 minute.n.01 Quantity -1"	"male.n.02 Name ""Tom"" roll_over.v.01 Agent -1 Time +1 time.n.08 TPR now twitch_over.v.01 Agent -3 Time +1 Duration +5 time.n.08 TPR now snooze.v.01 Agent -5 Duration +5 minute.n.01 Quantity +1 NEQ +3 quantity.n.01 EQU 15 quantity.n.01 EQU 15 quantity.n.01 EQ"	"male.n.02 Name ""Tom"" roll_over.v.01 Agent -1 Time +1 time.n.08 TPR now snooze.v.01 Agent -3 Duration +4 minute.n.01 Quantity +1 NEQ +3 quantity.n.01 EQU 10 quantity.n.01 EQU 15 quantity.n.01 EQU 15 minute.n.01 Quantity -1"	"male.n.02 Name ""Tom"" roll_over.v.01 Theme -1 Time +1 time.n.08 TPR now twitch_over.v.01 Agent -3 Time +1 time.n.08 TPR now CONTINUATION <1 person.n.01 EQU speaker mean.v.01 Agent -1 Time +1 Topic +2 time.n.08 TPR now snooze.v.01 Agent -3 Duration +4 minute"
p90/d2729	The little girl, deeply moved by the old man's pitiful story, burst into tears. 	little.a.03 AttributeOf +1 girl.n.01 entity.n.01 EQU -1 deeply.r.01 move.v.09 Experiencer -2 Degree -1 Stimulus +4 old.a.01 Value + man.n.01 Attribute -1 pitiful.a.03 AttributeOf +1 story.n.01 Creator -2 burst.v.02 Source -8 Time +1 Theme +2 time.n.08 TPR now tear.n.01					The old man, the little girl, deeply moved by the old man's pitiful story, burst into tears.	The little girl, deeply moved by the young woman's, the old man's pitiful story, burst into tears.	The little girl, deeply moved by the old man's amusing story, his pitiful story.	The little girl, deeply moved by the young woman's, I mean, the old man's pitiful story, burst into tears.	old.a.01 Value + man.n.01 Attribute -1 EQU +2 little.a.03 AttributeOf +1 girl.n.01 deeply.r.01 move.v.03 Experiencer -4 Degree -1 Stimulus +3 old.a.01 Value + man.n.01 Attribute -1 pitiful.a.01 AttributeOf +1 story.n.02 Creator -2 burst.v.02 Patient -8 Tim	little.a.03 AttributeOf +1 girl.n.01 deeply.r.01 move.v.03 Experiencer -2 Degree -1 Stimulus +3 young.a.01 Value + woman.n.01 Attribute -1 old.a.01 Value + man.n.01 Attribute -1 pitiful.a.03 AttributeOf +1 story.n.01 Creator -2 burst.v.02 Patient -8 Time +	little.a.03 AttributeOf +1 girl.n.01 deeply.r.01 move.v.01 Experiencer -2 Degree -1 Stimulus +4 old.a.01 Value + man.n.01 Attribute -1 amusing.a.01 AttributeOf +1 story.n.01 Creator -2 male.n.02 pitiful.a.01 AttributeOf +1 story.n.01 Creator -2	little.a.03 AttributeOf +1 girl.n.01 deeply.r.01 move.v.03 Experiencer -2 Degree -1 Stimulus +3 young.a.01 Value + woman.n.01 Attribute -1 person.n.01 EQU speaker mean.v.01 Proposition >1 Agent -1 Time +1 time.n.08 EQU now CONTINUATION <0 old.a.01 Value +
p80/d2637	It took me a couple of hours to solve this problem. 	time.n.08 TPR now person.n.01 EQU speaker couple.n.03 entity.n.01 Sub -1 Sub +1 hour.n.01 solve.v.01 Time -5 Agent -4 Duration -2 Theme +1 problem.n.02					It wasted, took me a couple of hours to solve this problem.	It took me a few, a couple of hours to solve this problem.	It took me a couple of days, hours to solve this problem.	It took me a few, I mean, a couple of hours to solve this problem.	time.n.08 TPR now person.n.01 EQU speaker couple.n.03 entity.n.01 Sub -1 Sub +1 hour.n.01 solve.v.01 Time -5 Agent -4 Duration -2 Theme +1 problem.n.02	time.n.08 TPR now person.n.01 EQU speaker couple.n.03 entity.n.01 Sub -1 Sub +1 hour.n.01 solve.v.01 Time -6 Agent -5 Duration -2 Theme +1 problem.n.02	time.n.08 TPR now person.n.01 EQU speaker couple.n.03 Part +2 day.n.01 hour.n.01 Quantity 1 solve.v.01 Time -6 Agent -5 Duration -1 Theme +1 problem.n.02	time.n.08 TPR now person.n.01 EQU speaker measure.n.02 Quantity - person.n.01 EQU speaker mean.v.01 Time -4 Agent -2 Duration -1 Theme +1 couple.n.03 Part +1 hour.n.01 solve.v.01 Agent -6 Theme -2 Duration +1 problem.n.02
p81/d2628	Tom grabbed the rope that was lowered from the helicopter. 	"male.n.02 Name \\\""Tom\\\"" grab.v.03 Agent -1 Time +1 Theme +2 time.n.08 TPR now rope.n.01 time.n.08 TPR now lower.v.01 Theme -2 Time -1 Source +1 helicopter.n.01"					Jerry, Tom grabbed the rope that was lowered from the helicopter.	Tom grabbed the ladder, the rope that was lowered from the helicopter.	Tom grabbed the ladder, the rope that was lowered from the helicopter.	Tom grabbed the ladder, I mean, the rope that was lowered from the helicopter.	"male.n.02 Name ""Jerry"" entity.n.01 Sub -1 Sub +1 male.n.02 Name ""Tom"" grab.v.03 Agent -2 Time +1 Theme +2 time.n.08 TPR now rope.n.01 time.n.08 TPR now lower.v.01 Theme -2 Time -1 Source +1 helicopter.n.01"	"male.n.02 Name ""Tom"" grab.v.03 Agent -1 Time +2 Theme +4 grab.v.03 Agent -2 Time +2 Theme +4 time.n.08 TPR now time.n.08 TPR now ladder.n.01 rope.n.01 time.n.08 TPR now lower.v.01 Theme -2 Time -1 Source +1 helicopter.n.01"	"male.n.02 Name ""Tom"" grab.v.03 Agent -1 Time +2 Theme +4 grab.v.03 Agent -2 Time +2 Theme +4 time.n.08 TPR now time.n.08 TPR now ladder.n.01 rope.n.01 time.n.08 TPR now lower.v.01 Theme -2 Time -1 Source +1 helicopter.n.01"	"male.n.02 Name ""Tom"" grab.v.02 Agent -1 Time +1 Theme +2 time.n.08 TPR now ladder.n.01 CONTINUATION <1 person.n.01 EQU speaker mean.v.02 Agent -1 Time +1 Theme +2 time.n.08 EQU now rope.n.01 time.n.08 TPR now lower.v.01 Theme -2 Time -1 Source +1 helicopt"
p50/d1728	A fire broke out in the middle of the city. 	fire.n.01 break_out.v.01 Theme -1 Time +1 Location +2 time.n.08 TPR now middle.n.01 PartOf +1 city.n.01					A flood, a fire broke out in the middle of the city.	A fire broke out in the park, the middle of the city.	A fire broke out in the middle of the countryside, the city.	A fire broke out in the park, I mean, the middle of the city.	flood.n.01 fire.n.04 break_out.v.01 Theme -2 Time +2 Location +4 break_out.v.01 Theme -2 Time +2 Location +4 time.n.08 TPR now time.n.08 TPR now middle.n.01 PartOf +1 city.n.01	fire.n.01 break_out.v.01 Theme -1 Time +1 Location +2 time.n.08 TPR now park.n.02 EQU +1 middle.n.01 PartOf +1 city.n.01	fire.n.01 break_out.v.01 Theme -1 Time +1 Location +2 time.n.08 TPR now middle.n.01 PartOf +1 countryside.n.01 EQU +1 city.n.01	fire.n.01 break_out.v.01 Theme -1 Time +1 Location +2 time.n.08 TPR now park.n.02 CONTINUATION <1 person.n.01 EQU speaker mean.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now middle.n.01 PartOf +1 city.n.01
p01/d1880	Two small rabbits, a white rabbit and a black rabbit, lived in a large forest. 	quantity.n.01 EQU 2 small.a.01 Value + rabbit.n.01 Quantity -2 Attribute -1 EQU +3 white.a.01 rabbit.n.01 Colour -1 entity.n.01 Sub -1 Sub +2 black.a.01 rabbit.n.01 Colour -1 live.v.01 Theme -6 Time +1 Location +3 time.n.08 TPR now large.a.01 Value + forest.n.02 Attribute -1					A large bear, two small rabbits, a white rabbit and a black rabbit, lived in a large forest.	Two small squirrels, a white rabbit and a black rabbit, lived in a large forest.	Two small rabbits, a white rabbit and a black rabbit, lived in a small village, a large forest.	Two small squirrels, a white rabbit and a black rabbit, lived in a large forest.	large.a.01 Value + bear.n.01 Attribute -1 quantity.n.01 EQU 2 small.a.01 Value -1 AttributeOf +1 rabbit.n.01 Quantity -2 white.a.01 rabbit.n.01 Colour -1 entity.n.01 Sub -1 Sub +2 black.a.01 rabbit.n.01 Colour -1 live.v.01 Theme -3 Time +2 Location +4 liv	quantity.n.01 EQU 2 small.a.01 Value + squirrel.n.01 Quantity -2 Attribute -1 EQU +3 white.a.01 rabbit.n.01 Colour -1 entity.n.01 Sub -1 Sub +2 black.a.01 rabbit.n.01 Colour -1 live.v.01 Theme -3 Time +1 Location +3 time.n.08 TPR now large.a.01 Value + f	quantity.n.01 EQU 2 small.a.01 Value + rabbit.n.01 Quantity -2 Attribute -1 EQU +3 white.a.01 rabbit.n.01 Colour -1 entity.n.01 Sub -1 Sub +2 black.a.01 rabbit.n.01 Colour -1 live.v.01 Theme -3 Time +2 Location +6 live.v.01 Theme -2 Time +2 Location +6 tim	quantity.n.01 EQU 2 small.a.01 Value + squirrel.n.01 Quantity -2 Attribute -1 EQU +3 white.a.01 rabbit.n.01 Colour -1 entity.n.01 Sub -1 Sub +2 black.a.01 rabbit.n.01 Colour -1 live.v.01 Theme -3 Time +1 Location +3 time.n.08 TPR now large.a.01 Value + f
p01/d0867	I was born on 23 March 1969 in Barcelona. 	"person.n.01 EQU speaker time.n.08 TPR now bear.v.02 Patient -2 Time -1 Time +2 Location +4 time.n.08 DayOfMonth 23 EQU +1 time.n.08 MonthOfYear 3 EQU +1 time.n.08 YearOfCentury 1969 city.n.01 Name \\\""Barcelona\\\"""					My mum, I was born on 23 March 1969 in Barcelona.	I was born on 12 April, 23 March 1969 in Barcelona.	I was born on 23 March 1969 in Madrid, Barcelona.	I was born on 12 April, I mean, 23 March 1969 in Barcelona.	person.n.01 EQU speaker person.n.01 Role +1 EQU +2 mum.n.02 Of -2 person.n.01 EQU speaker time.n.08 TPR now bear.v.02 Patient -4 Time -1 Time +2 Location +4 time.n.08 DayOfMonth 23 EQU +2 time.n.08 MonthOfYear 3 EQU -1 time.n.08 YearOfCentury 1969 city.n.0	"person.n.01 EQU speaker time.n.08 TPR now bear.v.02 Patient -2 Time -1 Time +2 Location +5 time.n.08 DayOfMonth 12 EQU +2 time.n.08 MonthOfYear 4 EQU -1 time.n.08 YearOfCentury 1969 city.n.01 Name ""Barcelona"""	"person.n.01 EQU speaker time.n.08 TPR now bear.v.02 Patient -2 Time -1 Time +2 Location +4 time.n.08 DayOfMonth 23 EQU +2 time.n.08 MonthOfYear 3 EQU -1 time.n.08 YearOfCentury 1969 city.n.01 Name ""Madrid"" PartOf +1 city.n.01 Name ""Barcelona"""	person.n.01 EQU speaker time.n.08 TPR now bear.v.02 Patient -2 Time -1 Time +2 time.n.08 DayOfMonth 12 EQU +1 time.n.08 MonthOfYear 4 EQU +1 time.n.08 YearOfCentury 1969 CONTINUATION <1 person.n.01 EQU speaker mean.v.03 Patient -1 Time +1 Agent +3 Location +4
p16/d2882	The cats are curious about the red dot on the wall. 	cat.n.01 time.n.08 EQU now curious.a.02 Experiencer -2 Time -1 Stimulus +2 red.a.01 dot.n.01 Colour -1 Location +1 wall.n.01					The dogs, the cats are curious about the red dot on the wall.	The cats are cautious, curious about the red dot on the wall.	The cats are curious about the red line, the red dot on the wall.	The cats are cautious, I mean, curious about the red dot on the wall.	dog.n.01 cat.n.01 time.n.08 EQU now time.n.08 EQU now curious.a.02 Experiencer -4 Time -2 Stimulus +3 curious.a.02 Experiencer -4 Time -2 Stimulus +3 red.a.01 dot.n.01 Colour -1 wall.n.01	cat.n.01 time.n.08 EQU now time.n.08 EQU now cautious.a.02 AttributeOf -3 Time -2 curious.a.02 Experiencer -4 Time -2 Stimulus +2 red.a.01 dot.n.01 Colour -1 Location +1 wall.n.01	cat.n.01 time.n.08 EQU now curious.a.02 Experiencer -2 Time -1 Stimulus +2 red.a.01 line.n.03 Colour -1 EQU +2 red.a.01 dot.n.01 Colour -1 Location +1 wall.n.01	cat.n.01 time.n.08 EQU now cautious.a.02 AttributeOf -2 Time -1 CONTINUATION <1 person.n.01 EQU speaker mean.v.03 Agent -1 Time +1 Topic +2 time.n.08 EQU now curious.a.02 Experiencer -3 Stimulus +2 red.a.01 dot.n.01 Colour -1 Location +1 wall.n.01
