id	nl	mr	repair_head_sbn	repair_head_smatch	repair_mid_sbn	repair_mid_smatch	repair_tail_sbn	repair_tail_smatch	repair_interrug_sbn	repair_interrug_smatch	repair_head_nl	repair_mid_nl	repair_tail_nl
p01/d0867	I was born on 23 March 1969 in Barcelona. 	person.n.01 EQU speaker time.n.08 TPR now bear.v.02 Patient -2 Time -1 Time +2 Location +4 time.n.08 DayOfMonth 23 EQU +1 time.n.08 MonthOfYear 3 EQU +1 time.n.08 YearOfCentury 1969 city.n.01 Name \"Barcelona\"									My mum, I was born on 23 March 1969 in Barcelona.	I was born on 12 April, 23 March 1969 in Barcelona.	I was born on 23 March 1969 in Madrid, Barcelona.
p16/d2882	The cats are curious about the red dot on the wall. 	cat.n.01 time.n.08 EQU now curious.a.02 Experiencer -2 Time -1 Stimulus +2 red.a.01 dot.n.01 Colour -1 Location +1 wall.n.01									The dogs, the cats are curious about the red dot on the wall.	The cats are cautious, curious about the red dot on the wall.	The cats are curious about the red line, the red dot on the wall.
p30/d0317	Their son, Thomas Colton Padalecki, was born on March 19, 2012. 	person.n.01 person.n.01 Role +1 EQU +2 son.n.01 Of -2 male.n.02 Name \"Thomas Colton Padalecki\" time.n.08 TPR now bear.v.02 Patient -4 Time -1 Time +2 time.n.08 MonthOfYear 3 EQU +1 time.n.08 DayOfMonth 19 EQU +1 time.n.08 YearOfCentury 2012									Their daughter, their son, Thomas Colton Padalecki, was born on March 19, 2012.	Their son, Matthew, Thomas Colton Padalecki, was born on March 19, 2012.	Their son, Thomas Colton Padalecki, was born on March 19, March 20, 2012.
p49/d2677	My neighbor is planting new grass in his yard. 	person.n.01 EQU speaker person.n.01 Role +1 neighbor.n.01 Of -2 time.n.08 EQU now plant.v.01 Agent -3 Time -1 Theme +2 Destination +4 new.a.01 AttributeOf +1 grass.n.01 male.n.02 ANA -6 yard.n.02 User -1									My mum, my neighbor is planting new grass in his yard.	My neighbor is planting flowers, new grass in his yard.	My neighbor is planting new flowers, grass in his yard.
p37/d1007	He came to Leipzig in 1981 from the small town of Aschersleben. 	male.n.02 come.v.02 Theme -1 Time +1 Destination +2 Time +3 Source +5 time.n.08 TPR now city.n.01 Name \"Leipzig\" time.n.08 YearOfCentury 1981 small.a.01 Value + town.n.01 Attribute -1 EQU +1 town.n.01 Name \"Aschersleben\"									She, he came to Leipzig in 1981 from the small town of Aschersleben.	He came to Berlin, Leipzig in 1981 from the small town of Aschersleben.	He came to Leipzig in 1981 from the small town of Aschersleben, Wolfsleben.
p27/d1965	I like this song; it's got a strong beat and you can dance to it. 	person.n.01 EQU speaker like.v.02 Experiencer -1 Time +1 Stimulus +2 time.n.08 EQU now song.n.01 CONTINUATION <1 entity.n.01 ANA -1 have_got.v.01 Theme -1 Time +1 Pivot +3 time.n.08 EQU now strong.a.01 AttributeOf +1 beat.n.03 CONTINUATION <1 person.n.01 POSSIBILITY <1 dance.v.02 Agent -1 Theme +1 entity.n.01 ANA -8									I hate, like this song; it's got a strong beat and you can dance to it.	I like this movie, this song; it's got a strong beat and you can dance to it.	I like this song; it's got a strong beat and you can sing to it, dance to it.
p39/d2847	Tom wasn't wearing a wedding ring, but Mary noticed a white circle on his ring finger. 	male.n.02 Name \"Tom\" NEGATION <1 time.n.08 TPR now wear.v.02 Agent -2 Time -1 Theme +1 wedding_ring.n.01 CONTRAST <1 female.n.02 Name \"Mary\" notice.v.01 Experiencer -1 Time +1 Stimulus +3 time.n.08 TPR now white.a.01 circle.n.03 Colour -1 Location +2 male.n.02 ANA -9 ring_finger.n.01 PartOf -1									Jerry, Tom wasn't wearing a wedding ring, but Mary noticed a white circle on his ring finger.	Tom wasn't wearing a bracelet, a wedding ring, but Mary noticed a white circle on his ring finger.	Tom wasn't wearing a wedding ring, but Mary noticed a white circle on his thumb, ring finger.
p01/d0835	His older brother is two years older than I. 	male.n.02 old.a.01 Degree +1 more.r.01 person.n.01 Attribute -2 Role +1 brother.n.01 Of -4 time.n.08 EQU now quantity.n.01 EQU 2 year.n.01 Quantity -1 old.a.01 AttributeOf -5 Time -3 Degree +1 more.r.01 Theme -6 Value -2 Co-Theme +1 person.n.01 EQU speaker									His younger brother, his older brother is two years older than I.	His older brother is two years younger, older than I.	His older brother is two years older than me, I.
p20/d0026	A soccer ball is rolling into a goal net 	soccer_ball.n.01 time.n.08 EQU now roll.v.01 Theme -2 Time -1 Destination +1 location.n.01 STI +1 goal.n.03 net.n.04 EQU -1									A basketball, a soccer ball is rolling into a goal net.	A soccer ball is flying, rolling into a goal net	A soccer ball is rolling into a soccer net, a goal net.
p64/d3510	It's the story of a boy, a girl, and a cat. 	entity.n.01 be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now story.n.02 Topic +3 boy.n.01 girl.n.01 entity.n.01 Sub -2 Sub -1 Sub +1 cat.n.01									It's the news, the story of a boy, a girl, and a cat.	It's the story of a boy, a dog, a girl, and a cat.	It's the story of a boy, a girl, and a dog, a cat.
p42/d1416	She is convinced that her son is still alive. 	female.n.02 time.n.08 EQU now convinced.a.02 Time -1 Proposition >1 Experiencer -2 CONTINUATION <0 female.n.02 ANA -3 person.n.01 Role +1 son.n.01 Of -2 time.n.08 EQU now alive.a.01 AttributeOf -3 Time -1									He, she is convinced that her son is still alive.	She is convinced that her daughter, her son is still alive.	She is convinced that her son is still dead, alive.
p22/d3154	The back seat of the car will hold three passengers. 	backseat.n.02 PartOf +1 car.n.01 time.n.08 TSU now hold.v.12 Location -3 Time -1 Time +1 Value +3 time.n.08 EQU now quantity.n.01 EQU 3 person.n.01 Quantity -1 Role +1 passenger.n.01									The front seat, the back seat of the car will hold three passengers.	The back seat of the van, the car will hold three passengers.	The back seat of the car will hold two passengers, three passengers.
p82/d3379	He wrote a book about the American Civil War. 	male.n.02 write.v.01 Agent -1 Time +1 Result +2 time.n.08 TPR now book.n.01 Topic +1 war.n.01 Name \"American Civil War\"									He reported, wrote a book about the American Civil War.	He wrote a play, a book about the American Civil War.	He wrote a book about the American Revolution, the American Civil War.
p28/d2813	He was living in England when the war broke out. 	male.n.02 time.n.08 TPR now live.v.01 Theme -2 Time -1 Location +1 country.n.02 Name \"England\" war.n.01 break_out.v.01 TIN -3 Theme -1 Time +1 time.n.08 TPR now									She, he was living in England when the war broke out.	He was living in France, England when the war broke out.	He was living in France, England when the war broke out.
p25/d3505	It took me ten days to get over my cold. 	time.n.08 TPR now person.n.01 EQU speaker quantity.n.01 EQU 10 day.n.01 Quantity -1 get_over.v.03 Time -4 Agent -3 Duration -1 Theme +2 person.n.01 EQU speaker cold.n.01 User -1									It spent, took me ten days to get over my cold.	It took me five, ten days to get over my cold.	It took me ten days to get over my cough, my cold.
p65/d3136	He has two cats: one white and one black. 	male.n.02 have.v.01 Pivot -1 Time +1 Theme +3 time.n.08 EQU now quantity.n.01 EQU 2 cat.n.01 Quantity -1 EQU +4 quantity.n.01 EQU 1 white.a.01 entity.n.01 Quantity -2 Colour -1 entity.n.01 Sub -1 Sub +3 quantity.n.01 EQU 1 black.a.01 entity.n.01 Quantity -2 Colour -1									She, he has two cats: one white and one black.	He has two dogs, cats: one white and one black.	He has two cats: one white and one gray, black.
p34/d3238	Tom used to be a long distance truck driver. 	male.n.02 Name \"Tom\" time.n.08 TPR now be.v.08 Theme -2 Time -1 Co-Theme +3 long.a.01 Value + distance.n.01 person.n.01 Goal -2 Role +1 truck_driver.n.01 Theme -2									Jerry, Tom used to be a long distance truck driver.	Tom used to be a short haul, long distance truck driver.	Tom used to be a long distance bus driver, a truck driver.
p90/d0181	We all caught flu, and so did the teacher. 	person.n.01 Sub speaker NEGATION <1 entity.n.01 SubOf -1 NEGATION <1 catch.v.19 Recipient -1 Time +1 Theme +2 time.n.08 TPR now flu.n.01 CONTINUATION <2 catch.v.19 Time +1 Recipient +2 Theme +3 time.n.08 TPR now person.n.01 Role +1 teacher.n.01 flu.n.01									 we all spread, caught flu, and so did the teacher.	We all caught pneumonia, flu, and so did the teacher.	We all caught flu, and so did the cold, the teacher.
p50/d1584	This stone was so heavy that I could not lift it. 	stone.n.01 time.n.08 TPR now heavy.a.01 Time -1 Value + AttributeOf -2 RESULT <1 person.n.01 EQU speaker NEGATION <1 POSSIBILITY <1 lift.v.01 Agent -1 Theme +1 entity.n.01 ANA -5									That rock, this stone was so heavy that I could not lift it.	This stone was so light, heavy that I could not lift it.	This stone was so heavy that I could not lift it, her.
p01/d1058	Both Cristina and Luis always dreamt of studying medicine. 	entity.n.01 Quantity 2 EQU +2 female.n.02 Name \"Cristina\" entity.n.01 Sub -1 Sub +1 male.n.02 Name \"Luis\" NEGATION <1 time.n.08 TPR now NEGATION <1 dream.v.01 Experiencer -3 Time -1 Stimulus +2 entity.n.01 EQU -4 study.v.04 Agent -1 Theme +1 medicine.n.03									"Either, both Cristina and Luis always dreamt of studying medicine."	Both Cristina and Luis occasionally, always dreamt of studying medicine.	Both Cristina and Luis always dreamt of studying engineering, medicine.
p95/d1491	Italy has two mountain ranges, the Alps and the Apennines. 	country.n.02 Name \"Italy\" have.v.02 Pivot -1 Time +1 Theme +3 time.n.08 EQU now quantity.n.01 EQU 2 mountain_range.n.01 Quantity -1 EQU +2 range.n.04 Name \"Alps\" entity.n.01 Sub -1 Sub +1 range.n.04 Name \"Apennines\"									France, Italy has two mountain ranges, the Alps and the Apennines.	Italy has two mountain ranges, the Carpathians, the Alps and the Apennines.	Italy has two mountain ranges, the Andes, the Alps and the Apennines.
p30/d2762	Tom started to walk away, but Mary stopped him. 	male.n.02 Name \"Tom\" start.v.01 Time +1 PartOf +2 time.n.08 TPR now walk_away.v.01 Theme -3 CONTRAST <1 female.n.02 Name \"Mary\" stop.v.05 Agent -1 Time +1 Theme +2 time.n.08 TPR now male.n.02 ANA -7									John, Tom started to walk away, but Mary stopped him.	Tom started to run, walk away, but Mary stopped him.	Tom started to run away, walk away, but Mary stopped him.
p52/d1386	What did the Apollo astronauts wave on the moon in 1969? 	entity.n.01 EQU ? time.n.08 TPR now vehicle.n.01 Name \"Apollo\" person.n.01 User -1 Role +1 astronaut.n.01 wave.v.02 Time -4 Theme -5 Agent -2 Time +1 Location +2 Time +3 time.n.08 TPR now moon.n.01 time.n.08 YearOfCentury 1969									How, what did the Apollo astronauts wave on the moon in 1969?	What did the Gemini, Apollo astronauts wave on the moon in 1969?	What did the Apollo astronauts wave on the moon in 1970, 1969?
p85/d2721	The man glanced at the news program and was shocked. 	man.n.01 glance.v.01 Agent -1 Time +1 Theme +2 time.n.08 TPR now news_program.n.01 time.n.08 TPR now shocked.a.01 AttributeOf -5 Time -1									The woman, the man glanced at the news program and was shocked.	The man glanced at the weather forecast, the news program and was shocked.	The man glanced at the news program and was relieved, shocked.
p07/d0766	Some people in the village of Joba received loans from Yunus.	person.n.01 Location +1 village.n.02 EQU +1 village.n.02 Name \"Joba\" receive.v.01 Agent -3 Time +1 Theme +2 Source +3 time.n.08 TPR now loan.n.01 male.n.02 Name \"Yunus\"									A perosn, some people in the village of Joba received loans from Yunus.	Some people in the town, the village of Joba received loans from Yunus.	Some people in the village of Joba received loans from Khan, Yunus.
p81/d2484	Tom has been to Boston a number of times. 	male.n.02 Name \"Tom\" be.v.03 Theme -1 Time +1 Location +2 Frequency +3 time.n.08 TPR now city.n.01 Name \"Boston\" entity.n.01 Quantity + EQU +1 time.n.01									Michael, Tom has been to Boston a number of times.	Tom has been to Chicago, Boston a number of times.	Tom has been to Boston a number of times, a number of times.
p67/d1730	This class consists of 15 boys and 28 girls. 	class.n.02 consist.v.04 Theme -1 Time +1 Attribute +4 time.n.08 EQU now quantity.n.01 EQU 15 boy.n.01 Quantity -1 entity.n.01 Sub -1 Sub +2 quantity.n.01 EQU 28 girl.n.02 Quantity -1									This school, this class consists of 15 boys and 28 girls.	This class consists of 15 girls, 28 girls.	This class consists of 15 boys and 27 girls, 28 girls.
p18/d1796	The Japan Sea separates Japan from the Asian Continent. 	sea.n.01 Name \"Japan Sea\" separate.v.01 Causer -1 Time +1 Patient +2 Co-Patient +4 time.n.08 EQU now country.n.02 Name \"Japan\" continent.n.01 Name \"asia\" continent.n.01 EQU -1									The East China Sea, the Japan Sea separates Japan from the Asian Continent.	The Japan Sea unites, separates Japan from the Asian Continent.	The Japan Sea separates Japan from the Atlantic Ocean, the Asian Continent.
p00/d1686	That story is a famous one that everyone knows. 	story.n.02 be.v.01 Theme -1 Time +1 Co-Theme +3 time.n.08 EQU now famous.a.01 AttributeOf +1 story.n.02 NEGATION <1 person.n.01 NEGATION <1 know.v.01 Stimulus -2 Experiencer -1 Time +1 time.n.08 EQU now									That report, that story is a famous one that everyone knows.	That story is a niche, a famous one that everyone knows.	That story is a famous one that everyone forgets, knows.
p65/d1574	Tom told me that he had been skydiving since he was sixteen. 	male.n.02 Name \"Tom\" tell.v.01 Proposition >1 Agent -1 Time +1 Recipient +2 time.n.08 TPR now person.n.01 EQU speaker CONTINUATION <0 male.n.02 ANA -4 time.n.08 TPR now skydive.v.01 Theme -2 Time -1 Start +1 entity.n.01 male.n.02 ANA -8 time.n.08 TPR now old.a.01 Participant -3 AttributeOf -2 Time -1 Value +1 measure.n.02 Quantity 16 Unit +1 year.n.01									Adam, Tom told me that he had been skydiving since he was sixteen.	Tom told me that he had been rock climbing, skydiving since he was sixteen.	Tom told me that he had been skydiving since he was seventeen, sixteen.
p82/d1623	This is a cargo ship, not a passenger ship. 	entity.n.01 be.v.01 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now cargo_ship.n.01 NEGATION <1 be.v.01 Theme -4 Time +1 Co-Theme +2 time.n.08 EQU now passenger_ship.n.01									That, this is a cargo ship, not a passenger ship.	This is a freighter, a cargo ship, not a passenger ship.	This is a cargo ship, not a freight ship, a passenger ship.
p06/d2022	He was living in London when the war broke out. 	male.n.02 time.n.08 TPR now live.v.01 Theme -2 Time -1 Location +1 city.n.01 Name \"London\" war.n.01 break_out.v.01 TIN -3 Theme -1 Time +1 time.n.08 TPR now									She, he was living in London when the war broke out.	He was living in Paris, London when the war broke out.	He was living in Paris, London when the war broke out.
p27/d0835	His office is located in the center of the town. 	male.n.02 office.n.01 User -1 time.n.08 EQU now located.a.01 Theme -2 Time -1 Location +1 center.n.01 PartOf +1 town.n.01									Her office, his office is located in the center of the town.	His office is located in the park, the center of the town.	His office is located in the center of the city, the town.
p06/d2322	The old man freed the little fox from the trap. 	old.a.01 Value + man.n.01 Attribute -1 free.v.01 Agent -1 Time +1 Theme +3 Source +4 time.n.08 TPR now little.a.01 Value + fox.n.01 Attribute -1 trap.n.01									The young man, the old man freed the little fox from the trap.	The old man caught, freed the little fox from the trap.	The old man freed the little fox from the cage, the trap.
p11/d2089	The boys set up a hockey rink on the frozen pond. 	boy.n.01 set_up.v.03 Agent -1 Time +1 Result +2 time.n.08 TPR now ice-hockey_rink.n.01 Location +2 frozen.a.01 AttributeOf +1 pond.n.01									The girls, the boys set up a hockey rink on the frozen pond.	The boys set up a soccer field, a hockey rink on the frozen pond.	The boys set up a soccer field, a hockey rink on the frozen pond.
