doc_id	nl_clean	nl_repair	sbn_clean	sbn_repair	repair_pos	reparandum_synset	repair_synset	reparandum_surface	interregnum	strategy	devices	dropped_roles	max_abs_index	separator_in_tail	inflection_confident
p07/d0903	I ran into your brother on the street.	I ran into your brother on the artery, sorry, street.	person.n.01 EQU speaker run_into.v.04 Agent -1 Time +1 Co-Agent +3 Location +5 time.n.08 TPR now person.n.01 EQU hearer person.n.01 Role +1 brother.n.01 Of -2 street.n.01	person.n.01 EQU speaker run_into.v.04 Agent -1 Time +1 Co-Agent +3 Location +5 time.n.08 TPR now person.n.01 EQU hearer person.n.01 Role +1 brother.n.01 Of -2 entity.n.01 CORRECTION <1 artery.n.02 EQU -1 CONJUNCTION <2 % sorry street.n.01 EQU -2	n	artery.n.02	street.n.01	artery	sorry	anchor	d5_anchor_dummy		5	0	1
p14/d1989	The table was loaded with fruit.	The table was loaded with sporangium, I mean, fruit.	table.n.02 time.n.08 TPR now loaded.a.01 Destination -2 Time -1 Theme +1 fruit.n.01	table.n.02 time.n.08 TPR now loaded.a.01 Destination -2 Time -1 CORRECTION <1 sporangium.n.01 ThemeOf -1 CONJUNCTION <2 % I mean fruit.n.01 ThemeOf -2	n	sporangium.n.01	fruit.n.01	sporangium	I mean	inplace	d2_invert_role		2	0	1
p14/d1989	The table was loaded with fruit.	The buffet, I mean, The table was loaded with fruit.	table.n.02 time.n.08 TPR now loaded.a.01 Destination -2 Time -1 Theme +1 fruit.n.01	entity.n.01 CORRECTION <1 buffet.n.01 EQU -1 CONJUNCTION <2 % I mean table.n.02 EQU -2 time.n.08 TPR now loaded.a.01 Destination -4 Time -1 Theme +1 fruit.n.01	n	buffet.n.01	table.n.02	buffet	I mean	anchor	d5_anchor_dummy		4	0	1
p72/d2326	He died of a heart attack.	He died, died of a heart attack.	male.n.02 die.v.01 Patient -1 Time +1 Causer +2 time.n.08 TPR now heart_attack.n.01	male.n.02 CORRECTION <1 die.v.02 Patient -1 CONJUNCTION <2 die.v.01 Patient -2 Time +1 Causer +2 time.n.08 TPR now heart_attack.n.01	v	die.v.02	die.v.01	died		inplace	d1_drop_role	Time|Causer	2	0	1
p72/d2326	He died of a heart attack.	He died of a paroxysm, that is, heart attack.	male.n.02 die.v.01 Patient -1 Time +1 Causer +2 time.n.08 TPR now heart_attack.n.01	male.n.02 die.v.01 Patient -1 Time +1 Causer +2 time.n.08 TPR now entity.n.01 CORRECTION <1 paroxysm.n.01 EQU -1 CONJUNCTION <2 % that is heart_attack.n.01 EQU -2	n	paroxysm.n.01	heart_attack.n.01	paroxysm	that is	anchor	d5_anchor_dummy		2	0	1
p40/d2259	I'm calm now.	I'm composed, calm now.	person.n.01 EQU speaker time.n.08 EQU now calm.a.01 Experiencer -2 Time -1 Time +1 time.n.08 EQU now	person.n.01 EQU speaker time.n.08 EQU now CORRECTION <1 composed.a.01 Experiencer -2 Time -1 CONJUNCTION <2 calm.a.01 Experiencer -3 Time -2 Time +1 time.n.08 EQU now	a	composed.a.01	calm.a.01	composed		inplace	d1_drop_role	Time	3	0	1
p50/d2550	Tom told me that he'd lost his watch.	Tom understated, or rather, told me that he'd lost his watch.	"male.n.02 Name ""Tom"" tell.v.02 Proposition >1 Agent -1 Time +1 Recipient +2 time.n.08 TPR now person.n.01 EQU speaker CONTINUATION <0 male.n.02 ANA -4 lose.v.05 Agent -1 Time +1 Theme +3 time.n.08 TPR now male.n.02 ANA -7 watch.n.01 User -1"	"male.n.02 Name ""Tom"" CORRECTION <1 understate.v.01 Proposition >2 Agent -1 CONJUNCTION <2 % or rather tell.v.02 Proposition >1 Agent -2 Time +1 Recipient +2 time.n.08 TPR now person.n.01 EQU speaker CONTINUATION <0 male.n.02 ANA -5 lose.v.05 Agent -1 Time +1 Theme +3 time.n.08 TPR now male.n.02 ANA -8 watch.n.01 User -1"	v	understate.v.01	tell.v.02	understated	or rather	inplace	d1_drop_role	Time|Recipient	8	1	1
p50/d2550	Tom told me that he'd lost his watch.	Tom told me that he'd lost his clock, watch.	"male.n.02 Name ""Tom"" tell.v.02 Proposition >1 Agent -1 Time +1 Recipient +2 time.n.08 TPR now person.n.01 EQU speaker CONTINUATION <0 male.n.02 ANA -4 lose.v.05 Agent -1 Time +1 Theme +3 time.n.08 TPR now male.n.02 ANA -7 watch.n.01 User -1"	"male.n.02 Name ""Tom"" tell.v.02 Proposition >1 Agent -1 Time +1 Recipient +2 time.n.08 TPR now person.n.01 EQU speaker CONTINUATION <0 male.n.02 ANA -4 lose.v.05 Agent -1 Time +1 time.n.08 TPR now male.n.02 ANA -7 CORRECTION <1 clock.n.01 User -1 ThemeOf -3 CONJUNCTION <2 watch.n.01 User -2 ThemeOf -4"	n	clock.n.01	watch.n.01	clock		inplace	d2_invert_role		7	0	1
p67/d1381	Where is Georgetown University?	Where is Georgetown Preschool, sorry, University?	"location.n.01 Name ? be.v.03 Location -1 Time +1 Theme +2 time.n.08 EQU now university.n.03 Name ""Georgetown University"""	"location.n.01 Name ? be.v.03 Location -1 Time +1 time.n.08 EQU now CORRECTION <1 preschool.n.01 Name ""Georgetown University"" ThemeOf -2 CONJUNCTION <2 % sorry university.n.03 Name ""Georgetown University"" ThemeOf -3"	n	preschool.n.01	university.n.03	preschool	sorry	inplace	d2_invert_role		3	0	1
p18/d2190	His behavior was anything but polite.	His behavior was anything but impolite, polite.	male.n.02 behavior.n.01 Creator -1 NEGATION <1 time.n.08 TPR now polite.a.01 AttributeOf -2 Time -1	male.n.02 behavior.n.01 Creator -1 NEGATION <1 time.n.08 TPR now CORRECTION <1 impolite.a.01 AttributeOf -2 Time -1 CONJUNCTION <2 polite.a.01 AttributeOf -3 Time -2	a	impolite.a.01	polite.a.01	impolite		inplace			3	0	1
p18/d2190	His behavior was anything but polite.	His education, I mean to say, behavior was anything but polite.	male.n.02 behavior.n.01 Creator -1 NEGATION <1 time.n.08 TPR now polite.a.01 AttributeOf -2 Time -1	male.n.02 CORRECTION <1 education.n.01 Creator -1 CONJUNCTION <2 % I mean to say behavior.n.01 Creator -2 NEGATION <3 time.n.08 TPR now polite.a.01 AttributeOf -2 Time -1	n	education.n.01	behavior.n.01	education	I mean to say	inplace	retarget_to_repair		2	1	1
p02/d1850	We are working for you.	We are working, no wait, are working for you.	person.n.01 Sub speaker time.n.08 EQU now work.v.02 Agent -2 Time -1 Co-Agent +1 person.n.01 EQU hearer	person.n.01 Sub speaker time.n.08 EQU now CORRECTION <1 work.v.01 Agent -2 Time -1 CONJUNCTION <2 % no wait work.v.02 Agent -3 Time -2 Co-Agent +1 person.n.01 EQU hearer	v	work.v.01	work.v.02	working	no wait	inplace	d1_drop_role	Co-Agent	3	0	1
p05/d1390	Which female tennis player was stabbed in the back with a knife on April 30, 1993?	Which female tennis player was stabbed in the back with a sword, with a knife on April 30, 1993?	female.n.02 AttributeOf +1 person.n.01 Name ? Role +1 tennis_player.n.01 time.n.08 TPR now stab.v.01 Patient -3 Time -1 Location +1 Instrument +2 Time +4 back.n.01 knife.n.02 time.n.08 MonthOfYear 4 EQU +1 time.n.08 DayOfMonth 30 EQU +1 time.n.08 YearOfCentury 1993	female.n.02 AttributeOf +1 person.n.01 Name ? Role +1 tennis_player.n.01 time.n.08 TPR now stab.v.01 Patient -3 Time -1 Location +1 Instrument +2 Time +6 back.n.01 entity.n.01 CORRECTION <1 sword.n.01 EQU -1 CONJUNCTION <2 knife.n.02 EQU -2 time.n.08 MonthOfYear 4 EQU +1 time.n.08 DayOfMonth 30 EQU +1 time.n.08 YearOfCentury 1993	n	sword.n.01	knife.n.02	sword		anchor	d5_anchor_dummy		6	0	1
p05/d1390	Which female tennis player was stabbed in the back with a knife on April 30, 1993?	Which female tennis player was shot, actually, was stabbed in the back with a knife on April 30, 1993?	female.n.02 AttributeOf +1 person.n.01 Name ? Role +1 tennis_player.n.01 time.n.08 TPR now stab.v.01 Patient -3 Time -1 Location +1 Instrument +2 Time +4 back.n.01 knife.n.02 time.n.08 MonthOfYear 4 EQU +1 time.n.08 DayOfMonth 30 EQU +1 time.n.08 YearOfCentury 1993	female.n.02 AttributeOf +1 person.n.01 Name ? Role +1 tennis_player.n.01 time.n.08 TPR now CORRECTION <1 shoot.v.01 Patient -3 Time -1 CONJUNCTION <2 % actually stab.v.01 Patient -4 Time -2 Location +1 Instrument +2 Time +4 back.n.01 knife.n.02 time.n.08 MonthOfYear 4 EQU +1 time.n.08 DayOfMonth 30 EQU +1 time.n.08 YearOfCentury 1993	v	shoot.v.01	stab.v.01	shot	actually	inplace	d1_drop_role	Location|Instrument|Time	4	0	1
p01/d2119	We exaggerated.	We deceived, I mean to say, exaggerated.	person.n.01 Sub speaker exaggerate.v.01 Agent -1 Time +1 time.n.08 TPR now	person.n.01 Sub speaker CORRECTION <1 deceive.v.02 Agent -1 CONJUNCTION <2 % I mean to say exaggerate.v.01 Agent -2 Time +1 time.n.08 TPR now	v	deceive.v.02	exaggerate.v.01	deceived	I mean to say	inplace	d1_drop_role	Time	2	0	1
p53/d2956	At least 100 people attended.	At least 100 people populated, or rather, attended.	quantity.n.01 BOT +1 quantity.n.01 EQU 100 person.n.01 Quantity -2 attend.v.01 Theme -1 Time +1 time.n.08 TPR now	quantity.n.01 BOT +1 quantity.n.01 EQU 100 person.n.01 Quantity -2 CORRECTION <1 populate.v.01 Theme -1 CONJUNCTION <2 % or rather attend.v.01 Theme -2 Time +1 time.n.08 TPR now	v	populate.v.01	attend.v.01	populated	or rather	inplace	d1_drop_role	Time	2	0	1
p07/d0928	My mother has cooked ten eggs.	My father, that is, mother has cooked ten eggs.	person.n.01 EQU speaker person.n.01 Role +1 mother.n.01 Of -2 cook.v.03 Agent -2 Time +1 Patient +3 time.n.08 TPR now quantity.n.01 EQU 10 egg.n.02 Quantity -1	person.n.01 EQU speaker person.n.01 Role +2 CORRECTION <1 father.n.01 Of -2 CONJUNCTION <2 % that is mother.n.01 Of -3 cook.v.03 Agent -3 Time +1 Patient +3 time.n.08 TPR now quantity.n.01 EQU 10 egg.n.02 Quantity -1	n	father.n.01	mother.n.01	father	that is	inplace	retarget_to_repair		3	0	1
p07/d0928	My mother has cooked ten eggs.	My mother has cooked ten colorings, no wait, eggs.	person.n.01 EQU speaker person.n.01 Role +1 mother.n.01 Of -2 cook.v.03 Agent -2 Time +1 Patient +3 time.n.08 TPR now quantity.n.01 EQU 10 egg.n.02 Quantity -1	person.n.01 EQU speaker person.n.01 Role +1 mother.n.01 Of -2 cook.v.03 Agent -2 Time +1 Patient +4 time.n.08 TPR now quantity.n.01 EQU 10 CORRECTION <1 coloring.n.01 Quantity -1 CONJUNCTION <2 % no wait egg.n.02 Quantity -2	n	coloring.n.01	egg.n.02	colorings	no wait	inplace	retarget_to_repair		4	0	1
p48/d2301	Nobody knows where he lives.	Nobody knows where he attends, well, lives.	NEGATION <1 person.n.01 know.v.01 Proposition >1 Experiencer -1 Time +1 time.n.08 EQU now CONTINUATION <0 location.n.01 EQU ? male.n.02 live.v.01 Location -2 Theme -1 Time +1 time.n.08 EQU now	NEGATION <1 person.n.01 know.v.01 Proposition >1 Experiencer -1 Time +1 time.n.08 EQU now CONTINUATION <0 location.n.01 EQU ? male.n.02 CORRECTION <1 attend.v.01 Location -2 Theme -1 CONJUNCTION <2 % well live.v.01 Location -3 Theme -2 Time +1 time.n.08 EQU now	v	attend.v.01	live.v.01	attends	well	inplace	d1_drop_role	Time	3	0	1
p48/d2301	Nobody knows where he lives.	Nobody knows, I mean, knows where he lives.	NEGATION <1 person.n.01 know.v.01 Proposition >1 Experiencer -1 Time +1 time.n.08 EQU now CONTINUATION <0 location.n.01 EQU ? male.n.02 live.v.01 Location -2 Theme -1 Time +1 time.n.08 EQU now	NEGATION <1 person.n.01 CORRECTION <1 know.v.03 Proposition >2 Experiencer -1 CONJUNCTION <2 % I mean know.v.01 Proposition >1 Experiencer -2 Time +1 time.n.08 EQU now CONTINUATION <0 location.n.01 EQU ? male.n.02 live.v.01 Location -2 Theme -1 Time +1 time.n.08 EQU now	v	know.v.03	know.v.01	knows	I mean	inplace	d1_drop_role	Time	2	1	1
p01/d1945	I write poems.	I publish, that is, write poems.	person.n.01 EQU speaker write.v.01 Agent -1 Time +1 Result +2 time.n.08 EQU now poem.n.01	person.n.01 EQU speaker CORRECTION <1 publish.v.03 Agent -1 CONJUNCTION <2 % that is write.v.01 Agent -2 Time +1 Result +2 time.n.08 EQU now poem.n.01	v	publish.v.03	write.v.01	publish	that is	inplace	d1_drop_role	Time|Result	2	0	1
p01/d1945	I write poems.	I write belles-lettreses, poems.	person.n.01 EQU speaker write.v.01 Agent -1 Time +1 Result +2 time.n.08 EQU now poem.n.01	person.n.01 EQU speaker write.v.01 Agent -1 Time +1 Result +2 time.n.08 EQU now entity.n.01 CORRECTION <1 belles-lettres.n.01 EQU -1 CONJUNCTION <2 poem.n.01 EQU -2	n	belles-lettres.n.01	poem.n.01	belles-lettreses		anchor	d5_anchor_dummy		2	0	1
p29/d2207	My shift's over.	My shift's finished, actually, over.	person.n.01 EQU speaker shift.n.03 Theme -1 time.n.08 EQU now over.a.01 AttributeOf -2 Time -1	person.n.01 EQU speaker shift.n.03 Theme -1 time.n.08 EQU now CORRECTION <1 finished.a.02 AttributeOf -2 Time -1 CONJUNCTION <2 % actually over.a.01 AttributeOf -3 Time -2	a	finished.a.02	over.a.01	finished	actually	inplace			3	0	1
p60/d3360	Freud originated psychoanalysis.	Freud aroused, no, originated psychoanalysis.	"male.n.02 Name ""Freud"" originate.v.02 Agent -1 Time +1 Theme +2 time.n.08 TPR now psychoanalysis.n.01"	"male.n.02 Name ""Freud"" CORRECTION <1 arouse.v.01 Agent -1 CONJUNCTION <2 % no originate.v.02 Agent -2 Time +1 Theme +2 time.n.08 TPR now psychoanalysis.n.01"	v	arouse.v.01	originate.v.02	aroused	no	inplace	d1_drop_role	Time|Theme	2	0	1
p60/d3360	Freud originated psychoanalysis.	Freud originated hypnotherapy, in fact, psychoanalysis.	"male.n.02 Name ""Freud"" originate.v.02 Agent -1 Time +1 Theme +2 time.n.08 TPR now psychoanalysis.n.01"	"male.n.02 Name ""Freud"" originate.v.02 Agent -1 Time +1 time.n.08 TPR now CORRECTION <1 hypnotherapy.n.01 ThemeOf -2 CONJUNCTION <2 % in fact psychoanalysis.n.01 ThemeOf -3"	n	hypnotherapy.n.01	psychoanalysis.n.01	hypnotherapy	in fact	inplace	d2_invert_role		3	0	1
p26/d0936	I live near the dike.	I live near the breakwater, actually, dike.	person.n.01 EQU speaker live.v.01 Theme -1 Time +1 Location +2 time.n.08 EQU now location.n.01 APX +1 dike.n.02	person.n.01 EQU speaker live.v.01 Theme -1 Time +1 Location +2 time.n.08 EQU now location.n.01 APX +1 entity.n.01 CORRECTION <1 breakwater.n.01 EQU -1 CONJUNCTION <2 % actually dike.n.02 EQU -2	n	breakwater.n.01	dike.n.02	breakwater	actually	anchor	d5_anchor_dummy		2	0	1
p26/d0936	I live near the dike.	I attend, I mean to say, live near the dike.	person.n.01 EQU speaker live.v.01 Theme -1 Time +1 Location +2 time.n.08 EQU now location.n.01 APX +1 dike.n.02	person.n.01 EQU speaker CORRECTION <1 attend.v.01 Theme -1 CONJUNCTION <2 % I mean to say live.v.01 Theme -2 Time +1 Location +2 time.n.08 EQU now location.n.01 APX +1 dike.n.02	v	attend.v.01	live.v.01	attend	I mean to say	inplace	d1_drop_role	Time|Location	2	0	1
p00/d2765	We spoke of several issues.	We inflicted, that is, spoke of several issues.	person.n.01 Sub speaker speak.v.02 Agent -1 Time +1 Theme +2 time.n.08 TPR now issue.n.01 Quantity +	person.n.01 Sub speaker CORRECTION <1 inflict.v.01 Agent -1 CONJUNCTION <2 % that is speak.v.02 Agent -2 Time +1 Theme +2 time.n.08 TPR now issue.n.01 Quantity +	v	inflict.v.01	speak.v.02	inflicted	that is	inplace	d1_drop_role	Time|Theme	2	0	1
p00/d2765	We spoke of several issues.	We spoke of several representations, I mean to say, issues.	person.n.01 Sub speaker speak.v.02 Agent -1 Time +1 Theme +2 time.n.08 TPR now issue.n.01 Quantity +	person.n.01 Sub speaker speak.v.02 Agent -1 Time +1 time.n.08 TPR now CORRECTION <1 representation.n.01 Quantity + ThemeOf -2 CONJUNCTION <2 % I mean to say issue.n.01 Quantity + ThemeOf -3	n	representation.n.01	issue.n.01	representations	I mean to say	inplace	d2_invert_role		3	0	1
p81/d1985	Naoko can run fast.	Naoko can run, no, run fast.	"female.n.02 Name ""Naoko"" POSSIBILITY <1 run.v.01 Theme -1 Manner +1 fast.r.01"	"female.n.02 Name ""Naoko"" POSSIBILITY <1 CORRECTION <1 run.v.29 Theme -1 CONJUNCTION <2 % no run.v.01 Theme -2 Manner +1 fast.r.01"	v	run.v.29	run.v.01	run	no	inplace	d1_drop_role	Manner	2	0	1
p37/d3370	He never translates my sentences.	He never translates my syntagmata, or rather, sentences.	male.n.02 NEGATION <1 translate.v.01 Agent -1 Time +1 Patient +3 time.n.08 EQU now person.n.01 EQU speaker sentence.n.01 Creator -1	male.n.02 NEGATION <1 translate.v.01 Agent -1 Time +1 Patient +4 time.n.08 EQU now person.n.01 EQU speaker CORRECTION <1 syntagma.n.01 Creator -1 CONJUNCTION <2 % or rather sentence.n.01 Creator -2	n	syntagma.n.01	sentence.n.01	syntagmata	or rather	inplace	retarget_to_repair		4	0	1
p37/d3370	He never translates my sentences.	He never translates, translates my sentences.	male.n.02 NEGATION <1 translate.v.01 Agent -1 Time +1 Patient +3 time.n.08 EQU now person.n.01 EQU speaker sentence.n.01 Creator -1	male.n.02 NEGATION <1 CORRECTION <1 translate.v.07 Agent -1 CONJUNCTION <2 translate.v.01 Agent -2 Time +1 Patient +3 time.n.08 EQU now person.n.01 EQU speaker sentence.n.01 Creator -1	v	translate.v.07	translate.v.01	translates		inplace	d1_drop_role	Time|Patient	3	0	1
p67/d2027	This stinks.	This salutes, I mean to say, stinks.	entity.n.01 stink.v.02 Theme -1 Time +1 time.n.08 EQU now	entity.n.01 CORRECTION <1 salute.v.04 Theme -1 CONJUNCTION <2 % I mean to say stink.v.02 Theme -2 Time +1 time.n.08 EQU now	v	salute.v.04	stink.v.02	salutes	I mean to say	inplace	d1_drop_role	Time	2	0	1
p92/d3199	"They call Robert ""Bob""."	"They call, no, call Robert ""Bob""."	"person.n.01 call.v.01 Agent -1 Time +1 Theme +2 Result +3 time.n.08 EQU now male.n.02 Name ""Robert"" name.n.01 EQU ""Bob"""	"person.n.01 CORRECTION <1 call.v.02 Agent -1 CONJUNCTION <2 % no call.v.01 Agent -2 Time +1 Theme +2 Result +3 time.n.08 EQU now male.n.02 Name ""Robert"" name.n.01 EQU ""Bob"""	v	call.v.02	call.v.01	call	no	inplace	d1_drop_role	Time|Theme|Result	3	0	1
p39/d2776	My wife is Swedish.	My prostitute, wife is Swedish.	"person.n.01 EQU speaker person.n.01 Role +1 wife.n.01 Of -2 time.n.08 EQU now be.v.03 Theme -3 Time -1 Source +1 country.n.02 Name ""sweden"""	"person.n.01 EQU speaker person.n.01 Role +2 CORRECTION <1 prostitute.n.01 Of -2 CONJUNCTION <2 wife.n.01 Of -3 time.n.08 EQU now be.v.03 Theme -4 Time -1 Source +1 country.n.02 Name ""sweden"""	n	prostitute.n.01	wife.n.01	prostitute		inplace	retarget_to_repair		4	0	1
p43/d2115	Tom was sacked.	Tom was ousted, I mean, was sacked.	"male.n.02 Name ""Tom"" time.n.08 TPR now sack.v.02 Theme -2 Time -1"	"male.n.02 Name ""Tom"" time.n.08 TPR now CORRECTION <1 oust.v.01 Theme -2 Time -1 CONJUNCTION <2 % I mean sack.v.02 Theme -3 Time -2"	v	oust.v.01	sack.v.02	ousted	I mean	inplace			3	0	1
p80/d3459	This classroom can accommodate only thirty students.	This classroom can contain, well, accommodate only thirty students.	classroom.n.01 POSSIBILITY <1 accommodate.v.04 Theme -1 Value +3 quantity.n.01 TOP +1 quantity.n.01 EQU 30 person.n.01 Quantity -2 Role +1 student.n.01	classroom.n.01 POSSIBILITY <1 CORRECTION <1 contain.v.05 Theme -1 CONJUNCTION <2 % well accommodate.v.04 Theme -2 Value +3 quantity.n.01 TOP +1 quantity.n.01 EQU 30 person.n.01 Quantity -2 Role +1 student.n.01	v	contain.v.05	accommodate.v.04	contain	well	inplace	d1_drop_role	Value	3	0	1
p80/d3459	This classroom can accommodate only thirty students.	This anteroom, sorry, This classroom can accommodate only thirty students.	classroom.n.01 POSSIBILITY <1 accommodate.v.04 Theme -1 Value +3 quantity.n.01 TOP +1 quantity.n.01 EQU 30 person.n.01 Quantity -2 Role +1 student.n.01	entity.n.01 CORRECTION <1 anteroom.n.01 EQU -1 CONJUNCTION <2 % sorry classroom.n.01 EQU -2 POSSIBILITY <3 accommodate.v.04 Theme -3 Value +3 quantity.n.01 TOP +1 quantity.n.01 EQU 30 person.n.01 Quantity -2 Role +1 student.n.01	n	anteroom.n.01	classroom.n.01	anteroom	sorry	anchor	d5_anchor_dummy		3	1	1
p15/d2708	He likes my jokes.	He likes my sarcasms, no, jokes.	male.n.02 like.v.02 Experiencer -1 Time +1 Stimulus +3 time.n.08 EQU now person.n.01 EQU speaker joke.n.01 Creator -1	male.n.02 like.v.02 Experiencer -1 Time +1 Stimulus +4 time.n.08 EQU now person.n.01 EQU speaker CORRECTION <1 sarcasm.n.01 Creator -1 CONJUNCTION <2 % no joke.n.01 Creator -2	n	sarcasm.n.01	joke.n.01	sarcasms	no	inplace	retarget_to_repair		4	0	1
p22/d0895	Heligoland is located in the German Bight.	Heligoland is settled, or rather, located in the German Bight.	"island.n.01 Name ""Heligoland"" time.n.08 EQU now located.a.01 Theme -2 Time -1 Location +1 bay.n.01 Name ""German Bight"""	"island.n.01 Name ""Heligoland"" time.n.08 EQU now CORRECTION <1 settled.a.02 Theme -2 Time -1 CONJUNCTION <2 % or rather located.a.01 Theme -3 Time -2 Location +1 bay.n.01 Name ""German Bight"""	a	settled.a.02	located.a.01	settled	or rather	inplace	d1_drop_role	Location	3	0	1
p45/d3553	Tom dug a hole.	Tom caved, I mean, dug a hole.	"male.n.02 Name ""Tom"" dig.v.02 Agent -1 Time +1 Result +2 time.n.08 TPR now hole.n.01"	"male.n.02 Name ""Tom"" CORRECTION <1 cave.v.01 Agent -1 CONJUNCTION <2 % I mean dig.v.02 Agent -2 Time +1 Result +2 time.n.08 TPR now hole.n.01"	v	cave.v.01	dig.v.02	caved	I mean	inplace	d1_drop_role	Time|Result	2	0	1
p45/d3553	Tom dug a hole.	Tom dug a crack, no wait, hole.	"male.n.02 Name ""Tom"" dig.v.02 Agent -1 Time +1 Result +2 time.n.08 TPR now hole.n.01"	"male.n.02 Name ""Tom"" dig.v.02 Agent -1 Time +1 Result +2 time.n.08 TPR now entity.n.01 CORRECTION <1 crack.n.01 EQU -1 CONJUNCTION <2 % no wait hole.n.01 EQU -2"	n	crack.n.01	hole.n.01	crack	no wait	anchor	d5_anchor_dummy		2	0	1
p06/d3385	Tom drinks milk every morning.	Tom drinks alcohol, in fact, milk every morning.	"NEGATION <1 NEGATION <1 male.n.02 Name ""Tom"" drink.v.01 Agent -1 Time +1 Patient +2 Time +3 time.n.08 EQU now milk.n.01 CONJUNCTION <2 morning.n.01"	"NEGATION <1 NEGATION <1 male.n.02 Name ""Tom"" drink.v.01 Agent -1 Time +1 Patient +2 Time +5 time.n.08 EQU now entity.n.01 CORRECTION <1 alcohol.n.01 EQU -1 CONJUNCTION <2 % in fact milk.n.01 EQU -2 CONJUNCTION <4 morning.n.01"	n	alcohol.n.01	milk.n.01	alcohol	in fact	anchor	d5_anchor_dummy		5	1	1
p06/d3385	Tom drinks milk every morning.	Tom samples, that is, drinks milk every morning.	"NEGATION <1 NEGATION <1 male.n.02 Name ""Tom"" drink.v.01 Agent -1 Time +1 Patient +2 Time +3 time.n.08 EQU now milk.n.01 CONJUNCTION <2 morning.n.01"	"NEGATION <1 NEGATION <1 male.n.02 Name ""Tom"" CORRECTION <1 sample.v.01 Agent -1 CONJUNCTION <2 % that is drink.v.01 Agent -2 Time +1 Patient +2 Time +3 time.n.08 EQU now milk.n.01 CONJUNCTION <4 morning.n.01"	v	sample.v.01	drink.v.01	samples	that is	inplace	d1_drop_role	Time|Patient|Time	3	1	1
